date,time,latitude,longitude,elevation,course,speed
1/9/2019, 8:59:46 ,34.666049,-118.069305,2435,0,0
1/9/2019, 8:59:47 ,34.666038,-118.069328,2437,271.6,2
1/9/2019, 8:59:48 ,34.66603,-118.069351,2439,265.1,2
1/9/2019, 8:59:49 ,34.666034,-118.069351,2442,261.8,2
1/9/2019, 8:59:50 ,34.66603,-118.069351,2443,262.3,3
1/9/2019, 8:59:51 ,34.666038,-118.069366,2444,261.5,2
1/9/2019, 8:59:52 ,34.666046,-118.069374,2444,261.8,2
1/9/2019, 8:59:53 ,34.666049,-118.069374,2444,262.5,1
1/9/2019, 8:59:54 ,34.666049,-118.069396,2444,260.2,2
1/9/2019, 8:59:55 ,34.666049,-118.069404,2444,253,2
1/9/2019, 8:59:56 ,34.666046,-118.069412,2445,268.3,2
1/9/2019, 8:59:57 ,34.666042,-118.069419,2445,267,2
1/9/2019, 8:59:58 ,34.666042,-118.069427,2446,263.3,1
1/9/2019, 8:59:59 ,34.666046,-118.069435,2446,256,1
1/9/2019, 9:0:00 ,34.666042,-118.06945,2446,256,0
1/9/2019, 9:0:01 ,34.666046,-118.069458,2446,256,0
1/9/2019, 9:0:02 ,34.666046,-118.069458,2447,256,0
1/9/2019, 9:0:03 ,34.666042,-118.069458,2447,256,0
1/9/2019, 9:0:05 ,34.666046,-118.06945,2448,12,2
1/9/2019, 9:0:06 ,34.666049,-118.06945,2448,12,2
1/9/2019, 9:0:07 ,34.666069,-118.06945,2448,347.2,4
1/9/2019, 9:0:08 ,34.666091,-118.069458,2449,352.9,5
1/9/2019, 9:0:09 ,34.666122,-118.069458,2449,356.9,6
1/9/2019, 9:0:10 ,34.666152,-118.069458,2449,359.6,7
1/9/2019, 9:0:11 ,34.666191,-118.06945,2449,1.1,9
1/9/2019, 9:0:12 ,34.666236,-118.06945,2449,2.3,11
1/9/2019, 9:0:13 ,34.666286,-118.069442,2448,2.5,14
1/9/2019, 9:0:14 ,34.666351,-118.069435,2448,2,16
1/9/2019, 9:0:15 ,34.666423,-118.069435,2448,1.7,18
1/9/2019, 9:0:16 ,34.666507,-118.069427,2447,1.4,20
1/9/2019, 9:0:17 ,34.666595,-118.069419,2447,0.7,22
1/9/2019, 9:0:18 ,34.666694,-118.069419,2446,359.9,23
1/9/2019, 9:0:19 ,34.666793,-118.069419,2446,359.3,23
1/9/2019, 9:0:20 ,34.666889,-118.069419,2445,359,23
1/9/2019, 9:0:21 ,34.666984,-118.069419,2445,358.8,22
1/9/2019, 9:0:22 ,34.667068,-118.069427,2444,358.7,21
1/9/2019, 9:0:24 ,34.667205,-118.069435,2443,358.7,19
1/9/2019, 9:0:25 ,34.667259,-118.069427,2443,359.5,17
1/9/2019, 9:0:26 ,34.667304,-118.069419,2443,359.5,17
1/9/2019, 9:0:27 ,34.667335,-118.069404,2443,16.2,10
1/9/2019, 9:0:28 ,34.667358,-118.069396,2443,24.2,6
1/9/2019, 9:0:29 ,34.667377,-118.069381,2443,33.3,6
1/9/2019, 9:0:30 ,34.667396,-118.069358,2443,45.5,6
1/9/2019, 9:0:31 ,34.667411,-118.069328,2443,58.6,8
1/9/2019, 9:0:32 ,34.667423,-118.069282,2442,72.1,10
1/9/2019, 9:0:33 ,34.667434,-118.069229,2442,81.1,13
1/9/2019, 9:0:34 ,34.667438,-118.06916,2442,83.7,15
1/9/2019, 9:0:35 ,34.667442,-118.069076,2441,87.3,16
1/9/2019, 9:0:36 ,34.667438,-118.068984,2441,92.5,17
1/9/2019, 9:0:37 ,34.667427,-118.068901,2441,98.5,17
1/9/2019, 9:0:38 ,34.667411,-118.068817,2442,102.6,16
1/9/2019, 9:0:39 ,34.667396,-118.068748,2442,106.9,16
1/9/2019, 9:0:40 ,34.667373,-118.068679,2443,111.9,14
1/9/2019, 9:0:41 ,34.667346,-118.068626,2444,118.9,14
1/9/2019, 9:0:42 ,34.66732,-118.06858,2444,131.7,13
1/9/2019, 9:0:44 ,34.667236,-118.068527,2445,145.8,12
1/9/2019, 9:0:45 ,34.667182,-118.068519,2446,161.7,12
1/9/2019, 9:0:46 ,34.667121,-118.068519,2446,179.5,16
1/9/2019, 9:0:47 ,34.667049,-118.068519,2447,180.6,18
1/9/2019, 9:0:48 ,34.666969,-118.068527,2447,181.1,20
1/9/2019, 9:0:49 ,34.666881,-118.068527,2447,180.7,21
1/9/2019, 9:0:50 ,34.666797,-118.068527,2448,180.3,21
1/9/2019, 9:0:51 ,34.666709,-118.068534,2448,179.8,21
1/9/2019, 9:0:52 ,34.666622,-118.068534,2448,179.8,21
1/9/2019, 9:0:53 ,34.666538,-118.068534,2448,179.9,21
1/9/2019, 9:0:54 ,34.666454,-118.068534,2448,180.2,21
1/9/2019, 9:0:55 ,34.666366,-118.068534,2449,180.4,21
1/9/2019, 9:0:56 ,34.666286,-118.068534,2449,180.6,20
1/9/2019, 9:0:57 ,34.666206,-118.068534,2450,180.6,20
1/9/2019, 9:0:58 ,34.666126,-118.068542,2450,180.7,19
1/9/2019, 9:0:59 ,34.666049,-118.068542,2450,180.4,19
1/9/2019, 9:1:00 ,34.665969,-118.068542,2451,180.3,19
1/9/2019, 9:1:01 ,34.665893,-118.068542,2451,180.1,19
1/9/2019, 9:1:02 ,34.665817,-118.068542,2451,180.1,19
1/9/2019, 9:1:04 ,34.66566,-118.068542,2451,180.1,19
1/9/2019, 9:1:05 ,34.665584,-118.068542,2451,179.9,20
1/9/2019, 9:1:06 ,34.665504,-118.068542,2452,180.1,19
1/9/2019, 9:1:07 ,34.665428,-118.068542,2452,180.3,19
1/9/2019, 9:1:08 ,34.665359,-118.068542,2452,180.4,18
1/9/2019, 9:1:09 ,34.66529,-118.068542,2451,180.8,17
1/9/2019, 9:1:10 ,34.665233,-118.068542,2451,181,15
1/9/2019, 9:1:11 ,34.665191,-118.068542,2451,180.3,13
1/9/2019, 9:1:12 ,34.665153,-118.068542,2451,175.3,10
1/9/2019, 9:1:13 ,34.665126,-118.068534,2451,163.7,9
1/9/2019, 9:1:14 ,34.6651,-118.068511,2451,149,8
1/9/2019, 9:1:15 ,34.665073,-118.068481,2452,130.1,10
1/9/2019, 9:1:16 ,34.665054,-118.068428,2452,113.8,13
1/9/2019, 9:1:17 ,34.665042,-118.068359,2452,103.3,15
1/9/2019, 9:1:18 ,34.665031,-118.068275,2453,98.5,16
1/9/2019, 9:1:19 ,34.665027,-118.068191,2453,95.5,16
1/9/2019, 9:1:20 ,34.665023,-118.068122,2454,95.7,15
1/9/2019, 9:1:21 ,34.665019,-118.068061,2455,101.8,13
1/9/2019, 9:1:23 ,34.664993,-118.067993,2456,112.6,10
1/9/2019, 9:1:24 ,34.664981,-118.067977,2456,123.1,5
1/9/2019, 9:1:25 ,34.664962,-118.067955,2457,144.5,7
1/9/2019, 9:1:26 ,34.664928,-118.067939,2457,159.3,10
1/9/2019, 9:1:27 ,34.664875,-118.067932,2458,172.9,14
1/9/2019, 9:1:28 ,34.66481,-118.067932,2458,177.8,17
1/9/2019, 9:1:29 ,34.66473,-118.067932,2458,179.4,21
1/9/2019, 9:1:30 ,34.66463,-118.067932,2458,179.5,25
1/9/2019, 9:1:31 ,34.66452,-118.067932,2457,179.8,28
1/9/2019, 9:1:32 ,34.664398,-118.067932,2457,180.2,31
1/9/2019, 9:1:33 ,34.66426,-118.067939,2457,180.1,33
1/9/2019, 9:1:34 ,34.664115,-118.067939,2457,179.6,36
1/9/2019, 9:1:35 ,34.663963,-118.067932,2457,179.3,38
1/9/2019, 9:1:36 ,34.663803,-118.067932,2457,179.2,40
1/9/2019, 9:1:37 ,34.663635,-118.067932,2457,179.2,42
1/9/2019, 9:1:38 ,34.663455,-118.067924,2458,179.2,44
1/9/2019, 9:1:39 ,34.663272,-118.067924,2458,179,45
1/9/2019, 9:1:40 ,34.663082,-118.067916,2458,178.7,47
1/9/2019, 9:1:41 ,34.662891,-118.067916,2458,179.6,48
1/9/2019, 9:1:43 ,34.662494,-118.067909,2459,179.7,49
1/9/2019, 9:1:44 ,34.662292,-118.067909,2460,179.7,49
1/9/2019, 9:1:45 ,34.662097,-118.067909,2460,179.4,48
1/9/2019, 9:1:46 ,34.661911,-118.067901,2460,179.5,47
1/9/2019, 9:1:47 ,34.661735,-118.067901,2460,179.8,45
1/9/2019, 9:1:48 ,34.661571,-118.067901,2461,180.1,42
1/9/2019, 9:1:49 ,34.661418,-118.067901,2461,180.4,39
1/9/2019, 9:1:50 ,34.661277,-118.067901,2461,179.8,36
1/9/2019, 9:1:51 ,34.661155,-118.067901,2461,179.7,32
1/9/2019, 9:1:52 ,34.661052,-118.067901,2462,179.6,29
1/9/2019, 9:1:53 ,34.660964,-118.067901,2462,180.1,25
1/9/2019, 9:1:54 ,34.660892,-118.067901,2462,180.8,21
1/9/2019, 9:1:55 ,34.660835,-118.067901,2463,184.5,17
1/9/2019, 9:1:56 ,34.660793,-118.067924,2463,201.8,15
1/9/2019, 9:1:57 ,34.660762,-118.067962,2463,223.9,13
1/9/2019, 9:1:58 ,34.660739,-118.068016,2463,248.1,13
1/9/2019, 9:1:59 ,34.660732,-118.068092,2463,264.5,16
1/9/2019, 9:2:00 ,34.660732,-118.068176,2463,269.3,19
1/9/2019, 9:2:01 ,34.660736,-118.068283,2463,270.7,23
1/9/2019, 9:2:03 ,34.660747,-118.068565,2463,270.9,27
1/9/2019, 9:2:04 ,34.660751,-118.068733,2463,270.9,27
1/9/2019, 9:2:05 ,34.660755,-118.068908,2463,270.6,37
1/9/2019, 9:2:06 ,34.660758,-118.069107,2463,269.7,39
1/9/2019, 9:2:07 ,34.660762,-118.069305,2463,270.2,41
1/9/2019, 9:2:08 ,34.660766,-118.069519,2462,270.3,43
1/9/2019, 9:2:09 ,34.660766,-118.069732,2462,270.3,44
1/9/2019, 9:2:10 ,34.66077,-118.069961,2462,270.1,46
1/9/2019, 9:2:11 ,34.66077,-118.070198,2462,270.2,48
1/9/2019, 9:2:12 ,34.66077,-118.070442,2461,270.1,50
1/9/2019, 9:2:13 ,34.66077,-118.070693,2461,270.2,51
1/9/2019, 9:2:14 ,34.660774,-118.070953,2461,270.2,53
1/9/2019, 9:2:15 ,34.660774,-118.071212,2461,270.3,54
1/9/2019, 9:2:16 ,34.660778,-118.071479,2461,270.5,54
1/9/2019, 9:2:17 ,34.660781,-118.071754,2460,270.5,55
1/9/2019, 9:2:18 ,34.660781,-118.072021,2460,270.2,55
1/9/2019, 9:2:19 ,34.660781,-118.072296,2460,270,56
1/9/2019, 9:2:20 ,34.660781,-118.072578,2459,270.1,56
1/9/2019, 9:2:22 ,34.660785,-118.073127,2459,270.5,57
1/9/2019, 9:2:23 ,34.660789,-118.073402,2459,270.6,57
1/9/2019, 9:2:24 ,34.660789,-118.073677,2459,270.4,56
1/9/2019, 9:2:25 ,34.660789,-118.073944,2459,269.8,55
1/9/2019, 9:2:26 ,34.660789,-118.074203,2460,269.9,54
1/9/2019, 9:2:27 ,34.660789,-118.074455,2460,269.9,52
1/9/2019, 9:2:28 ,34.660789,-118.074707,2460,270,51
1/9/2019, 9:2:29 ,34.660789,-118.074943,2461,269.4,50
1/9/2019, 9:2:30 ,34.660789,-118.07518,2461,269.3,48
1/9/2019, 9:2:31 ,34.660785,-118.075393,2462,269.1,46
1/9/2019, 9:2:32 ,34.660781,-118.075599,2462,268.9,43
1/9/2019, 9:2:33 ,34.660778,-118.075782,2463,267.4,40
1/9/2019, 9:2:34 ,34.660766,-118.075958,2463,266,38
1/9/2019, 9:2:35 ,34.660758,-118.076118,2464,266,35
1/9/2019, 9:2:36 ,34.660755,-118.076255,2464,266.8,32
1/9/2019, 9:2:37 ,34.660751,-118.076377,2465,268.3,28
1/9/2019, 9:2:38 ,34.660747,-118.076477,2465,269.3,23
1/9/2019, 9:2:39 ,34.660751,-118.076545,2466,269.7,18
1/9/2019, 9:2:40 ,34.660751,-118.076591,2467,269.4,14
1/9/2019, 9:2:42 ,34.660751,-118.076622,2467,268.9,5
1/9/2019, 9:2:43 ,34.660755,-118.076622,2468,266.4,2
1/9/2019, 9:2:44 ,34.660755,-118.076614,2468,266.4,0
1/9/2019, 9:2:45 ,34.660755,-118.076606,2468,266.4,0
1/9/2019, 9:2:46 ,34.660755,-118.076606,2468,266.4,0
1/9/2019, 9:2:47 ,34.660758,-118.076599,2468,266.4,0
1/9/2019, 9:2:48 ,34.660758,-118.076599,2468,266.4,0
1/9/2019, 9:2:49 ,34.660758,-118.076599,2468,266.4,0
1/9/2019, 9:2:50 ,34.660758,-118.076599,2468,266.4,0
1/9/2019, 9:2:51 ,34.660758,-118.076599,2468,266.4,0
1/9/2019, 9:2:52 ,34.660758,-118.076591,2468,266.4,0
1/9/2019, 9:2:53 ,34.660758,-118.076591,2468,266.4,0
1/9/2019, 9:2:54 ,34.660758,-118.076591,2468,266.4,0
1/9/2019, 9:2:55 ,34.660758,-118.076591,2468,266.4,0
1/9/2019, 9:2:56 ,34.660758,-118.076591,2468,266.4,0
1/9/2019, 9:2:57 ,34.660758,-118.076591,2468,266.4,0
1/9/2019, 9:2:58 ,34.660758,-118.076591,2468,266.4,0
1/9/2019, 9:2:59 ,34.660758,-118.076591,2468,266.4,0
1/9/2019, 9:3:00 ,34.660758,-118.076591,2468,266.4,0
1/9/2019, 9:3:02 ,34.660758,-118.076591,2468,266.4,0
1/9/2019, 9:3:03 ,34.660758,-118.076591,2468,266.4,0
1/9/2019, 9:3:04 ,34.660758,-118.076591,2468,266.4,0
1/9/2019, 9:3:05 ,34.660758,-118.076591,2468,266.4,0
1/9/2019, 9:3:06 ,34.660762,-118.076576,2465,271.1,2
1/9/2019, 9:3:07 ,34.660762,-118.076576,2465,267.9,6
1/9/2019, 9:3:08 ,34.660758,-118.076583,2465,259.1,10
1/9/2019, 9:3:09 ,34.660743,-118.076637,2464,242.8,13
1/9/2019, 9:3:10 ,34.660705,-118.07669,2463,221.4,14
1/9/2019, 9:3:11 ,34.660648,-118.076728,2463,198.6,16
1/9/2019, 9:3:12 ,34.660579,-118.076744,2462,184.1,18
1/9/2019, 9:3:13 ,34.660495,-118.076751,2463,180.2,21
1/9/2019, 9:3:14 ,34.660392,-118.076751,2463,178.5,26
1/9/2019, 9:3:15 ,34.660274,-118.076751,2463,177.8,30
1/9/2019, 9:3:16 ,34.660137,-118.076751,2464,178,34
1/9/2019, 9:3:17 ,34.659984,-118.076744,2464,178.2,37
1/9/2019, 9:3:18 ,34.65982,-118.076744,2464,178.6,40
1/9/2019, 9:3:19 ,34.659645,-118.076744,2465,179.2,43
1/9/2019, 9:3:20 ,34.659458,-118.076744,2465,179.3,45
1/9/2019, 9:3:22 ,34.659065,-118.076744,2466,179.3,48
1/9/2019, 9:3:23 ,34.658851,-118.076736,2466,179.3,50
1/9/2019, 9:3:24 ,34.658634,-118.076736,2466,179.5,54
1/9/2019, 9:3:25 ,34.658405,-118.076736,2466,179.4,56
1/9/2019, 9:3:26 ,34.658172,-118.076736,2467,179.4,57
1/9/2019, 9:3:27 ,34.657932,-118.076736,2467,179.5,59
1/9/2019, 9:3:28 ,34.657688,-118.076736,2467,179.6,60
1/9/2019, 9:3:29 ,34.657436,-118.076736,2467,179.7,61
1/9/2019, 9:3:30 ,34.657184,-118.076728,2467,179.6,63
1/9/2019, 9:3:31 ,34.656925,-118.076728,2468,179.5,63
1/9/2019, 9:3:32 ,34.656669,-118.076721,2468,179.5,64
1/9/2019, 9:3:33 ,34.656406,-118.076721,2468,179.3,64
1/9/2019, 9:3:34 ,34.656147,-118.076721,2468,179.4,64
1/9/2019, 9:3:35 ,34.655887,-118.076713,2469,179.7,64
1/9/2019, 9:3:36 ,34.655628,-118.076713,2469,179.6,64
1/9/2019, 9:3:37 ,34.655364,-118.076713,2469,179.4,64
1/9/2019, 9:3:38 ,34.655109,-118.076713,2470,179.6,64
1/9/2019, 9:3:39 ,34.65485,-118.076713,2470,179.9,64
1/9/2019, 9:3:40 ,34.654594,-118.076705,2470,179.7,64
1/9/2019, 9:3:42 ,34.654075,-118.076705,2471,179.5,64
1/9/2019, 9:3:43 ,34.653816,-118.076705,2472,179.5,64
1/9/2019, 9:3:44 ,34.653556,-118.076698,2472,179.6,64
1/9/2019, 9:3:45 ,34.653297,-118.076698,2473,179.5,64
1/9/2019, 9:3:46 ,34.653038,-118.076698,2473,179.5,64
1/9/2019, 9:3:47 ,34.652778,-118.07669,2474,179.5,64
1/9/2019, 9:3:48 ,34.652523,-118.07669,2474,179.5,64
1/9/2019, 9:3:49 ,34.652263,-118.076683,2474,179.6,64
1/9/2019, 9:3:50 ,34.652008,-118.076683,2475,179.5,64
1/9/2019, 9:3:51 ,34.651748,-118.076683,2475,179.5,64
1/9/2019, 9:3:52 ,34.651493,-118.076683,2476,179.5,64
1/9/2019, 9:3:53 ,34.651233,-118.076675,2476,179.5,64
1/9/2019, 9:3:54 ,34.650978,-118.076675,2476,179.5,64
1/9/2019, 9:3:55 ,34.650718,-118.076675,2477,179.5,64
1/9/2019, 9:3:56 ,34.650463,-118.076667,2477,179.6,64
1/9/2019, 9:3:57 ,34.650203,-118.076667,2477,179.6,64
1/9/2019, 9:3:58 ,34.649944,-118.076667,2478,179.7,64
1/9/2019, 9:4:00 ,34.649425,-118.07666,2479,179.8,64
1/9/2019, 9:4:01 ,34.649169,-118.07666,2479,179.8,64
1/9/2019, 9:4:02 ,34.648914,-118.07666,2479,179.7,63
1/9/2019, 9:4:03 ,34.64867,-118.076652,2480,179.6,62
1/9/2019, 9:4:04 ,34.648429,-118.076652,2480,179.6,61
1/9/2019, 9:4:05 ,34.648193,-118.076652,2480,179.6,59
1/9/2019, 9:4:06 ,34.64796,-118.076644,2481,179.7,58
1/9/2019, 9:4:07 ,34.647735,-118.076644,2481,179.6,57
1/9/2019, 9:4:08 ,34.647518,-118.076644,2482,179.6,55
1/9/2019, 9:4:09 ,34.647315,-118.076637,2482,179.5,53
1/9/2019, 9:4:10 ,34.647125,-118.076637,2483,179.8,50
1/9/2019, 9:4:11 ,34.646945,-118.076637,2483,181,46
1/9/2019, 9:4:12 ,34.646785,-118.076644,2484,182.2,42
1/9/2019, 9:4:13 ,34.646636,-118.076652,2485,183,39
1/9/2019, 9:4:14 ,34.646503,-118.07666,2485,183.2,36
1/9/2019, 9:4:15 ,34.646385,-118.076667,2486,183.5,32
1/9/2019, 9:4:16 ,34.646293,-118.076675,2486,183.4,27
1/9/2019, 9:4:17 ,34.646228,-118.076683,2486,184,21
1/9/2019, 9:4:19 ,34.646152,-118.076698,2486,188,17
1/9/2019, 9:4:20 ,34.646137,-118.076705,2487,188,17
1/9/2019, 9:4:21 ,34.646133,-118.076713,2487,207.8,2
1/9/2019, 9:4:22 ,34.646133,-118.076713,2488,208.8,2
1/9/2019, 9:4:23 ,34.646121,-118.076721,2489,211.1,6
1/9/2019, 9:4:24 ,34.646102,-118.076751,2489,228.5,9
1/9/2019, 9:4:25 ,34.646083,-118.076805,2490,248.6,12
1/9/2019, 9:4:26 ,34.646072,-118.076873,2490,261.2,16
1/9/2019, 9:4:27 ,34.646064,-118.076972,2491,266.5,20
1/9/2019, 9:4:28 ,34.646064,-118.077087,2492,268.6,24
1/9/2019, 9:4:29 ,34.646064,-118.077224,2492,268.7,29
1/9/2019, 9:4:30 ,34.64606,-118.077384,2493,267.9,32
1/9/2019, 9:4:31 ,34.646053,-118.077552,2493,267.2,35
1/9/2019, 9:4:32 ,34.646049,-118.077743,2494,267,38
1/9/2019, 9:4:33 ,34.646041,-118.077941,2494,267.5,41
1/9/2019, 9:4:34 ,34.646034,-118.078147,2494,268.1,43
1/9/2019, 9:4:35 ,34.64603,-118.078376,2494,268.7,45
1/9/2019, 9:4:37 ,34.646026,-118.078849,2493,269.2,48
1/9/2019, 9:4:38 ,34.646026,-118.079101,2492,269.5,50
1/9/2019, 9:4:39 ,34.646026,-118.07936,2491,269.9,53
1/9/2019, 9:4:40 ,34.646026,-118.079627,2491,270,54
1/9/2019, 9:4:41 ,34.646026,-118.079895,2490,269.9,55
1/9/2019, 9:4:42 ,34.646026,-118.080169,2490,269.7,56
1/9/2019, 9:4:43 ,34.646026,-118.080451,2490,269.9,57
1/9/2019, 9:4:44 ,34.646026,-118.080734,2489,269.9,58
1/9/2019, 9:4:45 ,34.646026,-118.081016,2489,269.8,59
1/9/2019, 9:4:46 ,34.646026,-118.081306,2489,269.8,59
1/9/2019, 9:4:47 ,34.646026,-118.081604,2488,269.8,60
1/9/2019, 9:4:48 ,34.646026,-118.081901,2488,269.8,60
1/9/2019, 9:4:49 ,34.646026,-118.082199,2488,269.8,61
1/9/2019, 9:4:50 ,34.646026,-118.082496,2488,269.8,61
1/9/2019, 9:4:51 ,34.646026,-118.082801,2488,269.8,62
1/9/2019, 9:4:52 ,34.646026,-118.083106,2488,269.8,62
1/9/2019, 9:4:53 ,34.646026,-118.083404,2488,269.9,62
1/9/2019, 9:4:54 ,34.646026,-118.083717,2488,270,63
1/9/2019, 9:4:56 ,34.646026,-118.084327,2488,270.1,63
1/9/2019, 9:4:57 ,34.646026,-118.08464,2488,270.2,63
1/9/2019, 9:4:58 ,34.646026,-118.084945,2488,270,63
1/9/2019, 9:4:59 ,34.646026,-118.085258,2489,269.8,64
1/9/2019, 9:5:00 ,34.646026,-118.085571,2489,269.6,64
1/9/2019, 9:5:01 ,34.646022,-118.085884,2489,269.6,64
1/9/2019, 9:5:02 ,34.646022,-118.086196,2490,269.7,64
1/9/2019, 9:5:03 ,34.646022,-118.086509,2490,269.8,64
1/9/2019, 9:5:04 ,34.646022,-118.086822,2490,270,64
1/9/2019, 9:5:05 ,34.646022,-118.087142,2491,270,64
1/9/2019, 9:5:06 ,34.646018,-118.087448,2491,269.9,64
1/9/2019, 9:5:07 ,34.646018,-118.08776,2491,269.8,64
1/9/2019, 9:5:08 ,34.646015,-118.088073,2491,269.7,63
1/9/2019, 9:5:09 ,34.646015,-118.088371,2491,269.7,63
1/9/2019, 9:5:10 ,34.646015,-118.088676,2491,269.8,62
1/9/2019, 9:5:11 ,34.646015,-118.088973,2492,270,62
1/9/2019, 9:5:12 ,34.646015,-118.089271,2492,270,61
1/9/2019, 9:5:14 ,34.646015,-118.089843,2492,270,60
1/9/2019, 9:5:15 ,34.646015,-118.090126,2492,270,59
1/9/2019, 9:5:16 ,34.646015,-118.090408,2492,270,58
1/9/2019, 9:5:17 ,34.646015,-118.090682,2492,270,57
1/9/2019, 9:5:18 ,34.646015,-118.090957,2493,270,57
1/9/2019, 9:5:19 ,34.646015,-118.091217,2493,269.9,55
1/9/2019, 9:5:20 ,34.646015,-118.091476,2493,270,54
1/9/2019, 9:5:21 ,34.646015,-118.091712,2493,270.2,51
1/9/2019, 9:5:22 ,34.646018,-118.091941,2494,270.2,48
1/9/2019, 9:5:23 ,34.646018,-118.09214,2494,270.2,44
1/9/2019, 9:5:24 ,34.646018,-118.092323,2495,270.1,40
1/9/2019, 9:5:25 ,34.646018,-118.092483,2495,270,36
1/9/2019, 9:5:26 ,34.646018,-118.092628,2495,269.8,32
1/9/2019, 9:5:27 ,34.646018,-118.092758,2495,269.6,29
1/9/2019, 9:5:28 ,34.646015,-118.092872,2496,269.3,26
1/9/2019, 9:5:29 ,34.646015,-118.092964,2496,269.5,22
1/9/2019, 9:5:30 ,34.646011,-118.093032,2497,269.7,19
1/9/2019, 9:5:31 ,34.646011,-118.093086,2497,268.8,15
1/9/2019, 9:5:33 ,34.646015,-118.093139,2497,268.6,12
1/9/2019, 9:5:34 ,34.646015,-118.093147,2497,268.6,12
1/9/2019, 9:5:35 ,34.646015,-118.093147,2497,268,0
1/9/2019, 9:5:36 ,34.646015,-118.093147,2497,272.2,3
1/9/2019, 9:5:37 ,34.646015,-118.093147,2497,271.1,8
1/9/2019, 9:5:38 ,34.646015,-118.0932,2497,270.3,13
1/9/2019, 9:5:39 ,34.646015,-118.093284,2497,270.1,17
1/9/2019, 9:5:40 ,34.646015,-118.093376,2497,269.9,20
1/9/2019, 9:5:41 ,34.646015,-118.093498,2497,269.9,24
1/9/2019, 9:5:42 ,34.646015,-118.093627,2497,269.7,27
1/9/2019, 9:5:43 ,34.646015,-118.093772,2497,269.5,30
1/9/2019, 9:5:44 ,34.646015,-118.093933,2497,269.7,33
1/9/2019, 9:5:45 ,34.646011,-118.0941,2496,269.7,35
1/9/2019, 9:5:46 ,34.646011,-118.094284,2496,269.9,37
1/9/2019, 9:5:47 ,34.646011,-118.094474,2496,270.1,39
1/9/2019, 9:5:48 ,34.646015,-118.09468,2496,270.3,42
1/9/2019, 9:5:49 ,34.646015,-118.094894,2497,270.2,43
1/9/2019, 9:5:51 ,34.646015,-118.095344,2497,269.9,45
1/9/2019, 9:5:52 ,34.646015,-118.095581,2497,269.5,47
1/9/2019, 9:5:53 ,34.646011,-118.095825,2496,269.2,50
1/9/2019, 9:5:54 ,34.646007,-118.096076,2496,269.3,51
1/9/2019, 9:5:55 ,34.646003,-118.096328,2496,269.4,52
1/9/2019, 9:5:56 ,34.645999,-118.096595,2497,269.7,54
1/9/2019, 9:5:57 ,34.645999,-118.096862,2497,269.8,55
1/9/2019, 9:5:58 ,34.645999,-118.097137,2497,269.7,56
1/9/2019, 9:5:59 ,34.645996,-118.097419,2497,269.6,57
1/9/2019, 9:6:00 ,34.645992,-118.097709,2497,269.6,58
1/9/2019, 9:6:01 ,34.645992,-118.097999,2498,269.7,59
1/9/2019, 9:6:02 ,34.645992,-118.098289,2498,269.9,60
1/9/2019, 9:6:03 ,34.645992,-118.098587,2498,269.9,61
1/9/2019, 9:6:04 ,34.645992,-118.098892,2498,269.9,62
1/9/2019, 9:6:05 ,34.645992,-118.099197,2498,269.7,62
1/9/2019, 9:6:06 ,34.645988,-118.099502,2499,269.8,62
1/9/2019, 9:6:07 ,34.645988,-118.099807,2499,269.8,62
1/9/2019, 9:6:06 ,34.645988,-118.100112,2500,269.8,63
1/9/2019, 9:6:08 ,34.645988,-118.100723,2500,270,63
1/9/2019, 9:6:09 ,34.645992,-118.101036,2501,270.1,63
1/9/2019, 9:6:10 ,34.645988,-118.101341,2501,270.2,63
1/9/2019, 9:6:11 ,34.645992,-118.101654,2502,270.2,63
1/9/2019, 9:6:12 ,34.645992,-118.101959,2501,270.1,63
1/9/2019, 9:6:13 ,34.645992,-118.102264,2501,270.1,63
1/9/2019, 9:6:14 ,34.645996,-118.102569,2501,270,63
1/9/2019, 9:6:15 ,34.645992,-118.102882,2500,269.7,63
1/9/2019, 9:6:16 ,34.645988,-118.103187,2500,269.6,63
1/9/2019, 9:6:17 ,34.645988,-118.103492,2500,269.5,63
1/9/2019, 9:6:18 ,34.645984,-118.103797,2500,269.4,63
1/9/2019, 9:6:19 ,34.64598,-118.104103,2500,269.4,63
1/9/2019, 9:6:20 ,34.645977,-118.104408,2500,269.4,63
1/9/2019, 9:6:21 ,34.645977,-118.104713,2500,269.6,63
1/9/2019, 9:6:22 ,34.645973,-118.105018,2500,269.7,63
1/9/2019, 9:6:23 ,34.645973,-118.105323,2501,269.9,63
1/9/2019, 9:6:24 ,34.645973,-118.105628,2501,269.9,63
1/9/2019, 9:6:25 ,34.645973,-118.105934,2501,269.8,63
1/9/2019, 9:6:27 ,34.645969,-118.106552,2504,269.7,63
1/9/2019, 9:6:28 ,34.645969,-118.106857,2505,269.7,63
1/9/2019, 9:6:29 ,34.645965,-118.107162,2506,269.7,63
1/9/2019, 9:6:30 ,34.645965,-118.10746,2507,269.6,63
1/9/2019, 9:6:31 ,34.645961,-118.107765,2508,269.6,63
1/9/2019, 9:6:32 ,34.645961,-118.108078,2510,269.6,63
1/9/2019, 9:6:33 ,34.645961,-118.108383,2511,269.7,63
1/9/2019, 9:6:34 ,34.645957,-118.108688,2512,269.8,63
